latitude,longitude
17.60145386372230,78.12662683844790
17.601453946868400,78.12662695894600
17.601453990000700,78.12662695360140
17.601454033132900,78.12662694825670
17.601454076265200,78.12662694291200
17.601454119397500,78.12662693756730
17.60145416252980,78.12662705731520
17.60145420566200,78.12662717706300
17.60145424879430,78.1266272968109
17.60145429192660,78.12662729146620
17.601454335058800,78.12662728612160
17.601454378272800,78.12662728077690
17.601454421405100,78.12662740052470
17.601454464537300,78.12662751925440
17.601454507669600,78.12662751390980
17.601454550801900,78.12662763520120
17.60145463394800,78.12662775569940
17.601454681508200,78.12662775035470
17.601454724640400,78.12662774501000
17.60145476777270,78.12662773966530
17.60145481090500,78.12662785941320
17.60145485411900,78.12662785406850
17.60145490504000,78.12662784629120
17.60145498815970,78.12662796678940
17.60145503129200,78.1266279614447
17.60145507861280,78.1266279520266
17.601455121745000,78.12662794668190
17.601455164877300,78.12662806642980
17.601455208009600,78.1266280610851
17.601455251141800,78.12662805574040
17.601455294355800,78.12662805039580
17.601455337488100,78.1266281701436
17.601455380620300,78.12662816479890
17.60145542375260,78.12662815945430
17.60145549043080,78.12662821961370
17.60145553356310,78.126628214269
17.601455577501000,78.12662833619500
17.601455628914100,78.12662832830070
17.601455679521600,78.12662832040640
17.601455726276200,78.12662831506170
17.60145576940840,78.12662843382280
17.60145581848780,78.12662855333420
17.601455866048000,78.12662854798950
17.601455913608200,78.12662854264480
17.601455960362700,78.12662853730020
17.601456007117300,78.12662853195550
17.601456050331300,78.12662852661080
17.601456093463500,78.12662864619930
17.601456148347500,78.12662876669750
17.6014562127542,78.12662888719560
17.601456262184300,78.12662900923740
17.60145630531660,78.12662913196740
17.60145634844890,78.12662925174290
17.60145642548360,78.12662937328690
17.60145647268510,78.12662949408050
17.601456542492000,78.12662961562450
17.601456585624300,78.12662973641820
17.601456628756600,78.12662973107350
17.601456671888900,78.1266297257288
17.60145671502110,78.12662984652250
17.601456776928900,78.12662996806640
17.601456826008300,78.12663008886010
17.601456869140500,78.12663020965370
17.60145691227280,78.12663033044740
17.60145695548680,78.12663032510270
17.60145699861910,78.12663032857070
17.60145704593980,78.12663031915260
17.601457096547300,78.12663031125830
17.601457139679600,78.12663043205200
17.601457182811900,78.1266305528456
17.601457225944100,78.12663067363920
17.60145726907640,78.12663079443290
17.60145731220870,78.12663091522650
17.601457362093700,78.12663103602020
17.60145744485800,78.12663115756420
17.60145748799030,78.12663127835780
17.60145753112250,78.12663139915140
17.601457574254800,78.12663139380680
17.601457617387100,78.1266315146004
17.601457660519300,78.12663163539410
17.601457703651600,78.12663175618770
17.601457746783900,78.12663187698130
17.601457789916200,78.12663199777500
17.60145783304840,78.1266319924303
17.6014578761807,78.12663198708560
17.60145791939470,78.12663198174100
17.60145796252690,78.12663197639630
17.60145800574090,78.12663197105160
17.60145805249550,78.12663196570690
17.60145809562770,78.12663208650060
17.601458138760000,78.1266320811559
17.601458181892300,78.12663207581120
17.601458228646800,78.12663207046660
17.601458275401400,78.12663206512190
17.601458318533700,78.12663218591550
17.60145836087120,78.12663230256090
17.601458405884300,78.1266324241474
17.60145844915190,78.12663254810800
17.601458492050200,78.12663266820090
17.601458535182500,78.12663278922800
17.60145857831480,78.1266327838833
17.601458625011600,78.1266327744652
17.601458675549900,78.12663276657090
17.60145872685820,78.12663275865380
17.6014587782713,78.12663275075950
17.601458825592100,78.12663274134140
17.601458872912800,78.12663273192330
17.601458919921700,78.1266327225052
17.601458966744000,78.1266327130871
17.601459014064800,78.126632703669
17.601459064985800,78.12663269589170
17.601459111740400,78.126632690547
17.601459154954400,78.12663268520230
17.601459198168300,78.12663267985770
17.601459241382300,78.12663267451300
17.601459288136900,78.1266326691683
17.601459331269100,78.12663266382360
17.601459374401400,78.12663265847900
17.60145941753370,78.12663265313430
17.60145946066590,78.1266326477896
17.60145950387990,78.12663264244490
17.60145954701220,78.12663263710030
17.60145959014450,78.1266327578939
17.601459633276700,78.12663275254920
17.601459676409000,78.12663274720460
17.601459719541300,78.12663274185990
17.601459762673500,78.12663286265350
17.601459805805800,78.12663298344720
17.601459848938100,78.12663297810250
17.601459892152000,78.12663297275780
17.601459936171600,78.12663296741310
17.60145997938560,78.12663296206850
17.601460022517900,78.1266329567238
17.601460065419900,78.12663295137910
17.601460112980000,78.12663294603450
17.6014601605402,78.12663294068980
17.60146020367250,78.1266329353451
17.601460250224000,78.12663293000040
17.601460296775600,78.12663292465580
17.601460343011500,78.12663291931110
17.60146039006620,78.1266329139664
17.60146043850460,78.12663290862170
17.60146048694290,78.12663290327710
17.60146053538130,78.12663289793240
17.60146058381970,78.12663301495010
17.601460631439400,78.12663313120430
17.60146068500620,78.12663324850430
17.601460738573000,78.12663336761720
17.601460787373600,78.1266334866865
17.601460833843400,78.12663348134180
17.601460880313300,78.12663359721800
17.601460926549200,78.12663371309420
17.601460972785200,78.12663370774960
17.601461019333100,78.12663370240490
17.601461065881000,78.12663369706020
17.601461113734600,78.12663381593940
17.601461167301500,78.12663393481860
17.601461333604700,78.12663392713500
17.601461380468300,78.12663392179030
17.601461427250100,78.12663391644560
17.601461474031900,78.12663391110090
17.601461520813800,78.12663390575630
17.601461567677300,78.12663390041160
17.60146161808140,78.12663389506690
17.601461672233700,78.12663388715350
17.601461741638600,78.12663402985480
17.601461812509900,78.12663406456500
17.6014618704622,78.12663405189330
17.601461937790800,78.12663403888160
17.60146205907680,78.12663405576630
17.60146220389650,78.12663407550570
17.601462360564100,78.12663409644140
17.601462529090800,78.12663413868190
17.60146270964980,78.12663418853310
17.60146291066540,78.12663423548230
17.601463134078000,78.1266342824315
17.601463394156100,78.12663433252900
17.60146368020730,78.12663437813120
17.601464008461600,78.12663441891000
17.6014643471827,78.12663446580490
17.601464724452000,78.12663451580630
17.60146513975680,78.1266345659918
17.601465597636800,78.12663461779120
17.601466095766800,78.12663467133430
17.60146662683770,78.12663472225400
17.601467186310800,78.12663477687400
17.601467778625200,78.12663483119980
17.601468401697400,78.12663488316860
17.601469047806800,78.12663493868120
17.60146970118730,78.12663499607350
17.601470359953500,78.12663505518720
17.601471039564600,78.12663512123330
17.601471739243300,78.12663519264930
17.601472459347500,78.12663526561500
17.601473205043300,78.12663533412960
17.601473982368100,78.12663539321060
17.60147480413420,78.12663543646670
17.601475643118700,78.12663546068250
17.601476490751400,78.12663549546960
17.60147733948670,78.12663553759600
17.601478195286700,78.12663559372560
17.601479083999300,78.12663564962210
17.601479992122000,78.12663570266990
17.601480946859500,78.1266357643084
17.60148193178580,78.12663583418570
17.60148295981190,78.1266359128958
17.601484047480200,78.12663599000900
17.601485178131100,78.12663606117260
17.601486340063800,78.12663613157670
17.60148754511820,78.12663619451870
17.601488779945900,78.12663625472780
17.601490062455000,78.12663631669990
17.601491398603300,78.12663636690420
17.601492787944300,78.12663642158790
17.601494244492300,78.12663650557160
17.60149574114080,78.12663659893620
17.601497312963500,78.12663670259950
17.601498948768900,78.12663680790850
17.60150062396240,78.12663690202410
17.601502354878200,78.12663698936410
17.601504131217300,78.12663706935970
17.601505940409800,78.12663714296530
17.601507795980400,78.12663720219930
17.601509708752400,78.12663727015150
17.601511689996500,78.12663733642680
17.601513729574100,78.12663739041200
17.601515817993800,78.12663745613750
17.601517944578000,78.12663754649290
17.601520120396700,78.12663762816330
17.601522332998500,78.12663770302760
17.601524581994200,78.12663774181210
17.601526871857300,78.12663777265330
17.601529202997500,78.12663779650910
17.601531559774700,78.12663782900630
17.60153393964520,78.12663784133550
17.601536318883500,78.12663785011240
17.601538719034200,78.1266378565648
17.60154110126840,78.1266378643153
17.6015434724465,78.12663787051950
17.601545822607900,78.1266378726867
17.601548160903000,78.12663786070360
17.60155050523200,78.12663785155970
17.60155284411940,78.12663783249290
17.601555183091800,78.12663779878220
17.601557520939200,78.12663776428710
17.601559861376700,78.12663771429360
17.60156219540880,78.1266376604356
17.601564528426900,78.12663761033830
17.60156686147450,78.12663756172510
17.601569186809500,78.12663751125870
17.601571499531100,78.12663746378000
17.601573810574700,78.12663741013920
17.60157610193100,78.12663734142530
17.601578387363700,78.12663727271200
